PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,class
0.042097877775729084,0.34877540932280426,-0.12475445175277414,-0.13838122142732306,-0.11035457225060419,-0.27211390704696387,-0.27008448730675105,-0.136728782506703,0.047382719890867425,0.10624297736654946,0.06240522131123411,-0.12998715568004396,-0.01968873452853294,-0.0008690122018879285,-0.05983041166719145,-0.02662623251340192,-0.0383495794976264,-0.09101703266879464,0.056272666613822284,-0.007676486882147971,0.031770210618705094,0.0378634950038619,0.039303103211412053,-0.01550567938237065,0.02119008239781806,-0.03184860976004088,-0.01170196666450481,-0.020450223644078044,-0.043300326385325626,-0.0029163803912994925,1
-0.01912030638586302,0.4260185562440909,-0.02647897598493806,-0.17820568378053891,-0.07475609641230621,-0.3017335754882261,-0.1921324602299236,-0.07234108523872741,0.0802591077528165,0.03348518438436407,0.07651241983000122,-0.10675014493752599,-0.011339124555733687,0.017207609909797136,-0.09254486563573192,-0.026359089982857353,-0.009396187760151085,-0.05274842495136485,-0.030162035333823778,0.03603458319634462,0.03309507854390337,-0.010831209919170678,-0.020122159860875014,-0.00956446917390085,0.025058081349029298,-0.014091050729001497,-0.027223378322514962,-0.006565953072530558,0.01060288288996358,-0.03526813436002583,1
0.3403783848925623,0.27944298892722075,0.06905523791156112,-0.1062704192331896,-0.013441679381872242,-0.2719193232243018,-0.3664360003901025,-0.11401014931186944,0.01739438014256417,0.1048033521919142,0.1289131213279105,-0.1991080696748126,-0.017658299212749945,0.030807587248934395,-0.1312787634833335,0.014158686193307835,-0.0022611981391146446,-0.08197246761447259,-0.10123162890984715,0.028225128210789985,0.07634236492799949,0.051821496089115265,0.0058273817897500305,0.015847669854939905,0.01394311578605037,0.00932843078854249,0.011538729217315961,-0.003203603086642451,-0.01844416119237652,-0.016640584878601896,1
0.07943536124474374,-0.12135493014822428,-0.45506588593391895,0.019664337585914148,-0.13372481027585312,-0.3140205426221751,0.029818765835507275,0.24469965464644985,-0.09370477580551771,-0.12461771983681652,0.22003872687852652,0.19689389251110265,-0.20931713250932335,0.06776034893598086,0.0488387652352961,-0.07131552774544753,0.1483984024224734,0.026772225200150497,-0.0018214143976081772,-0.04044212320999351,-0.04057364473159981,-0.006275705879016043,0.026943305778026352,0.01865561656188229,0.0730584281319343,-0.004101264987705996,-0.03792193643499693,-0.020327759107151004,-0.05481062568995664,-0.05166612167407983,1
0.10338497832874194,-0.20353490354662665,-0.4396127600849529,0.06033234617479052,-0.15514562912747148,-0.30595370668768196,0.04653102864217513,0.2886199509315205,-0.11629375237795476,-0.2004245694060047,0.1868593610678809,0.2530992277003034,-0.26217237757785855,0.0972170052997397,0.04697103009461048,-0.10636239984327864,0.10334325318553778,0.025465276946301782,-0.038652787414601125,-0.06211139377410676,-0.011603875604799255,-0.03736912323203778,0.02154222635339751,-0.021595190948559308,0.04371953715657485,-0.007437278163123225,-0.02704858692990267,-0.030319404974820392,-0.00980255365754945,0.0009541064606609612,1
0.35400221511385854,-0.23532884245645963,-0.3422625140868911,-0.09388881695990191,-0.07664092093681941,-0.1876665444540002,0.10812979243848747,0.16193865870390403,-0.07338185085002767,0.038310290889132494,0.1362821628486907,0.2997947607934296,-0.23459985227902638,0.0690664484623148,0.0790838558746771,-0.07333696101484291,0.0973511767920539,0.013333561185823711,0.05886086769596649,-0.04965089798395057,0.0054884240937010725,0.024939272740702807,0.033580467456504774,-0.052907098303008514,0.06872557794186962,-0.03061053183435434,-0.0496576402417188,-0.013361167233520077,0.007285550413743354,0.01183653166175234,1
-0.3504046488998142,-0.3199760667053138,-0.37185616920304,-0.08476379031545556,0.13059073286311149,-0.1509301242189396,0.03126486316146334,0.36019169051021227,-0.026549492781980027,0.20469568894896445,0.04549587331264135,-0.007763930803464246,0.049362578795276356,0.13154090189284373,0.0029723207733091876,-0.000490384447649793,-0.030321242716291066,0.0009191141483379,-0.06763446280113414,0.12012998692175435,0.015535646216952703,0.03223547311857404,0.029538503844846978,0.0393396202741527,-0.09737450598865677,-0.012143587548285817,0.008712432300258581,0.00677605675667741,-0.006115478313528773,-0.01143028991877626,1
-0.21803842793898406,-0.1846615052414258,-0.09954373214346628,-0.27018545923521436,0.18321606182160957,0.08917681839152869,-0.054337931343537,0.2403447992209417,-0.025941844647275277,0.18213217232643117,-0.08847796459339421,0.016252768400595037,-0.032716114804829714,-0.018326607320755115,0.05244940350818893,0.03673893538593831,-0.07975225364524449,-0.03812050060627309,-0.03325824127536481,-0.0750326900975812,-0.010188508391235954,-0.005859188328240428,0.018487950362024518,-0.029563932624151287,-0.04897824181911977,0.015278170280004283,-0.002859275085951361,0.022239032315754293,0.034941541832673596,-0.022327056090203003,1
-0.4645335047924626,-0.164078399017867,-0.2430095198483057,-0.2548001251454125,0.16854190225635565,-0.03954372450979795,-0.023121925929504752,0.33799870659178444,0.0009385949681198159,0.1776551482779365,-0.1141405328806993,-0.011910454877507895,0.12479118557315715,0.09104137057088206,0.021869450301551675,-0.08806246439320722,-0.14195837533706315,-0.058780347855957656,0.007795611465586676,-0.049499180261833295,-0.003602002544851337,-0.044093918498838425,0.0038696069910785515,0.04340373743397865,-0.02518122444017848,0.011992452632524797,0.007413021819067237,-0.011859878475775163,0.006878644985707552,-0.011272520752122308,1
-0.42868798542168385,-0.050065101993073055,0.5092267276062502,0.0010354690223415195,-0.024567083748926744,-0.027381104699035694,-0.050329482710437246,-0.11143185452541815,-0.2946973816479295,0.06335245090386891,0.19392176552989618,0.007316991658925018,0.16855123501305677,-0.16108518398558744,0.07427175356444736,0.01131202998383876,0.04943321923742447,0.0021863430138644433,0.08348909922475697,-0.006572450416399837,0.12686745633724042,0.010916032492116699,0.05302264603051062,0.05987032208486357,-0.005903229330031958,-0.01646449191305616,0.021575354293900444,-0.01780300879344399,-0.01853523934280459,0.002225035193048715,1
-0.19478672227898006,0.036048559629697385,0.5076843493635659,0.07564981890524458,-0.04210164071769204,-0.10423907496531072,-0.09826377553542737,-0.27483017442645225,-0.23149181466979712,-0.0876642013714284,0.11786204739553453,0.15305188308790524,0.16441329010099817,-0.10154866667568999,0.10894934138972977,-0.04765602073327418,0.047563915533309103,-0.03460017597072145,0.06825934474339264,0.00702179446904135,0.07637961225440244,0.0052543717841260175,0.08776769564673607,0.09039228199197595,-0.012261226832336571,-0.0732620014114663,0.011166892977093635,0.005245395365182333,-0.019392134458962002,0.06666267342106501,1
